text,sentiment,audience
average hourly earnings rose  at a 27 percent annual rate last year well above the overall rate of inflation,1,p
while we know that there is no longrun tradeoff between inflation and unemployment policymakers try to maintain an equilibrium in the labor market at approximately full employment both because full employment is an important goal and because avoiding shortrun strains in the labor market helps to maintain price stability,1,p
this disproportionate impact of the virus has made many families of color reluctant to send their children back to inperson learning,0,p
the personal consumption expenditures or pce price index the measure of inflation preferred by the fomc registered a 14 percent increase over the 12 months through october,0,p
a ll o f these facts mean our labor force is not keeping up     9   with the rest o f the nations,0,p
average hourly earnings rose 20 cents in april for privatesector nonsupervisory workers to 2545,1,p
this acceleration in job growth has helped bring the unemployment rate down to 58 percent as of october compared with 72 percent a year ago,1,p
this lowers the risk premia built into mortgage rates,1,p
however because specific or new types of market failures might be driving a particular asset price bubble some future bubbles will almost certainly create unanticipated difficulties and as a result adjustments to our policy stance to limit the market failure contributing to a bubble could be very beneficial if identified and implemented at the appropriate time,1,b
indeed many of the structures seemed to be created to satisfy investors strong demand for securities that carried investmentgrade ratings but that might provide slightly higher yields than other investmentgrade securities such as corporate bonds,1,b
i further suspect that some bankers who went along with the view that loantodeposit ratios can be safely increased to 70 or 80 percent may now be having second thoughts if not real problems,0,b
the objective is to prevent the securities affiliate from obtaining any benefits from the safety net and to assure that the bank will not draw on the safety net because of its dealings with its securities affiliate,0,b
the atmosphere in the securities markets became much quieter than it was over the summer,1,b
all of these have added to  the list of bad debts in the hands of financial institutions commercial banks in particular,0,b
for example in response to instability of capital flows and the exchange rate some east asian countries such as korea and thailand began to build up large quantities of foreignexchange reserves and continued to do so even after the constraints imposed by the halt to capital inflows from global financial markets were relaxed,1,b
as i already mentioned uncertainty about the value of assets about the creditworthiness of counterparties and about future calls on the liquidity and capital of important market participants caused liquidity to dry up in many segments of the money markets,0,b
the redeposit proposal is based on an important technical point namely that unless the new marginal reserves held by nonmember banks with their correspon dent member banks are redeposited with a federal reserve bank these reserves will not be sterilized,0,b
and nost sectors are already deeply penetrated by existing lenders with considerable expertise ready to capitalize on the trend toward a checkless creditcard society,0,b
in this context even if the blending of financial functions and financial institutions does not directly and materially increase the degree of financial interdependence from what would occur in any event it may produce a situation in which it is more difficult to quickly identify the dimensions and reach of problems when they arise and to identify the circuit breakers that need to be thrown in order to prevent a particular problem from taking on systemic characteristics,0,b
our debate about what we dont want intermediaries and financial markets doing must be informed by a better articulated view of what we do want them doing,0,b
these may be the banks greatest contributions to the longterm economic prospects of the developing countries,1,b
investors must be confident that banks are establishing sufficient levels of reserves and recognizing loan impairment in a timely fashion,0,b
by 1972 all except l_ in passing it should also be observed that deposits in foreign branches were also free of both us imposed reserve requirements and ceiling on maximum interest rates which could be paid,1,b
today there appears  to be almost  nothing a bank can do that cannot be done by a nonbank bank while there remain many things  to  that  some nonbank banks can do  that  banks are not aìlowed  do,0,b
the increased complexity of many consumer products as well as their sale by a range of financial institutions to a larger segment of the public is arguably one of the causes of the current crisis,0,b
we are also aware of concerns that the current competitive balance between basel i banks and basel ii banks might be upset in certain loan markets,0,b
second financial institutions understand that it is in their best business interest to make business continuity planning an executive management issue requiring toplevel involvement and not insignificant investment,0,b
third certain basic fundamentals regarding capital measurement and capital adequacy will not change,1,b
greater diversification is frequently cited by the banks as being necessary to their survival and as a force for restructuring,1,b
undoubtedly the earnings on that portion of their reserves which these banks can invest would lessen the net burden of their much higher reserve requirements,1,b
the first of these authorities is directed at financial firms that are not bank holding companies and thus not subject to capital requirements and other parts of the holding company regulatory regime,1,b
the resultant shrinking of deposits under central bank cognizance is of grave concern at a time when more effective monetary control is essential to combat the clear and present danger of virulent inflation,0,b
regulators had recognized these problems in some cases but did not press firms vigorously enough to fix them,0,b
these trends have heightened credit risk,0,b
in the end the us banking agencies tried to allow as much choice as possible while ensuring that banks are still meeting domestic regulatory obligations avoiding privatesector costs that do not produce some clear and convincing level of benefits abiding by the evolving basel ii agreement and most important maintaining a safe and sound us banking system,1,b
an institutions record of performance is also taken into account along with other factors when the federal reserve  6board decides whether or not to approve certain applications from the institution such as to form a holding company or to acquire a bankbecause of the increase in acquisitions cra has lately been the focus of increased community and state legislative interest and concernone of the concerns expressed regards the potential for banks to be less responsive to local concerns if decisions about local bank policies are made by institutions in other states,0,b
beyond the fed the bankruptcy process could perhaps be enhanced in ways that speed up the resolution process for large financial firms but retain clear legal rules about the distribution of losses and oversight by a bankruptcy court,0,b
they can retard or even smother adaptation in the entire financial sector of the economy,0,b
nonetheless since the latest wave of nonbank acquisitions began around 1969 i know of only a handful of cases in which nonbank affiliates performance was so poor as to seriously destabilize the parent holding company or its lead bank,0,b
the credit intermediation  process has become dysfunctional and as for stocks the sp 500 index has  become historically and hysterically volatile it closed today roughly 50  percent off its october 2007 peak,0,b
the small bank can also develop a working relationship with a correspondent bank so that the large correspondent bank purchases loans from the small bank  when seasonal volume becomes very heavy,0,b
the idea promoted by former federal reserve chairman paul volcker and now endorsed by the administration is to insulate insured depository institutions from proprietary trading or similar capital market activities that are thought to pose unusually high risks for institutions or more precisely for the federal safety net provided to insured banks,0,b
there is accordingly an especially great need for efficient cooperation and coordination among the various regulators that collectively oversee the financial system,0,b
second u s banks have more restrictions on the products they can offer often limiting them mainly to deposittaking and lending activities,0,b
i can say without contradiction that this is a period of unique challenge for your industry and for banking and thrift regulators and i would like to focus ray remarks on the new approaches these times call for from both regulators and management,0,b
some of these services such as legal and accounting services are closely connected to success in financial services trade,1,b
indeed i believe it is very difficult to make the case that its an acceptable risk for a bank to lend to a corporation longterm at a fixed rate to guarantee its commercial paper to provide it a longterm letter of credit to engage in interest rate swaps with it and tounderwrite its securities in london or tokyo but not to permit that same bank organization to underwrite the same corporations stocks and bonds in the united states,1,b
using total reserves as the daytoday operating target which the federal reserve has never done would be a very direct approach leaving little scope to the market,1,b
it is certainly reasonable to assume that exotic or at least exotically named derivatives are riskier than singlefamily mortgage loans,0,b
in the fourth quarter of 1993 banks had unrealized gains of 115 billion,1,b
and this simple fact is one   6 of the many reasons for the growth of multipleoffice banking the bulk of bank customers are no longer business enterprises  located downtownunless we wish to impede seriously our economic progress we must bow to change and reality exemplified in such developments as these,1,b
part of our rationale for approving the dual ihc structure was the enhancement of recovery and resolution options of the global firm,1,b
consequently capital flowed rapidly into the united states helping to fuel large appreciations in stock prices and in the value of the dollar,1,b
third cra does not require banks to make loans at belowmarket interest rates or under terms and conditions inconsistent with safe and sound lending,0,b
another director said of the current financial turmoil when you swim in the ocean you dont know whos naked til the tide goes out,0,b
nonetheless market reactions to the announcement of the emergency facilities anecdotal evidence and a number of the studies we do have suggest that the facilities forestalled potentially much worse outcomes and encouraged improvements,1,b
pillar 2 of the new accord provides a consistent framework for improving supervisory assessments of capital adequacy and risk management,0,b
as competitive pressures have intensified community banks have used a variety of tools to maintain a competitive edge,1,b
controlling bsaaml risk continues to be a primary concern for banking organizations,0,b
in doing so there are lessons they can learn from advances in risk management strategies developed by major financial institutions,1,b
few recognize the complexity of our existing financial system,0,b
financial institutions are required to determine credit needs develop products to help meet those needs and market those products equitably through the communities they serve,0,b
now in a movement that will probably not become a major short run trend three states7 have chosen to permit entry by out of state bank holding companies,1,b
this threat  could well lead to continued declines in bank lending which would curtail the  recovery,0,b
there should also continue to be heavy emphasis on the performance of services for a fee in order both to offset the economization of demand deposit balances to which i referred before and to insure enhanced profitabilitywe can anticipate that additional efforts may be made to create instruments attractive to investors and rewarding to banks,1,b
taking this approach in the us context could help to reduce the cost that the largest banks face in offering clearing services to their customers,1,b
more recently vayanos and vila 2009 study a preferredhabitat model in which short and longterm assets are imperfect substitutes in investors portfolios and the effect of arbitrageurs is limited by their risk aversion or other market frictions such as capital constraints,1,b
the intense volatility in financial markets that we saw at the end of last year and the beginning of this year has subsided,1,b
rather than fight against all change many now focus more on trying to shape the new interstate laws to maximize their opportunities in a less regulated environment,1,b
of course while the current approach allows for an ad hoc consideration of the particulars of each activity it still requires at least a general filter for identifying sources of systemic risk,0,b
disclosure rules that are built too rigidly while risk management processes continue to evolve may make them less effective in describing the risk profile of a specific organization,1,b
to summarize briefly the acts major provisions it would allow the board to deny an application by a foreign bank that proposes to establish an office or buy a bank in the united states unless the foreign bank meets the same standards regarding financial and managerial strength as are applied to us banks to take into account various factors in approving any applications including whether the foreign bank is subject to consolidated supervision by its home country authority and whether us bank regulators will have adequate access to information from the bank and its affiliates to determine compliance with us law to terminate the us activities of foreign banks for violations of law or unsafe or unsound practices to coordinate with other regulators and supervisors in examining simultaneously the nationwide offices and subsidiaries of a foreign bank and to cooperate more fully with foreign  regulators in sharing information on banks that are operating internationally,0,b
the sooner a troubled firm enters bankruptcy the more likely that it can be reorganized or wound down without a bailout,0,b
lsaps have other drawbacks not associated with forward rate guidance including the risk of impairing the functioning of securities markets and the extra complexities for the fed of operating with a much larger balance sheet although i see both of these issues as manageable13 in deciding to employ lsaps the fomc has accordingly remained attentive to the possible costs and risks as well as to the efficacy of this less familiar tool a point the committee has regularly noted in its postmeeting statements,1,b
it is extremely important that we maintain a financial system that is able to withstand the inevitable shocks and surprises,1,b
functioning of the commercial paper market has greatly improved,1,b
further these are relatively young products and the markets in which they trade often do not have deep liquidity,0,b
while our new payments paradigm brings with it vast alternatives for the users of the system it also presents some difficult challenges for our industry,0,b
a third broader lesson from this event is that the regulatory framework for banks constructed after the gfc with the refinements and recalibrations we have made over the last few years held up well,1,b
concerns about potential shortfalls in investment certainly have contributed to recent recordhigh longterm futures prices,0,b
once the recent crisis was triggered in early july with thailands eventual forced abandonment of its exchange rate peg it was apparently the lethal combination of pegged exchange rates high leverage weak banking and financial systems and declining demand in thailand and elsewhere that transformed a correction into a collapse,0,b
the ideal central bank lending policy would require making clear distinctions between different possible sources of bank or financial distress,0,b
by the fall of 1979 financial markets were gripped with inflation fever,0,b
for the first nine months of these results  10  1962  banks with less than 5 million in deposits showed  per cent of these small banks reported actual declines in time  deposits about onefourth of such banks had gains of between zero and onethird had gains of between of  20  10  and  19  9  per cent  per cent and about threetenths had gains  per cent or more,0,b
thus we will continue to monitor cryptocurrencies as they evolve with particular vigilance for any signs of growing materiality to the broader financial system,0,b
thus in the sixties banks have increased their share of the credit market by nearly 50 per cent,1,b
the recently completed supervisory capital assessment program scap of the nations 19 largest bank holding companies both confirmed and advanced the utility of this supervisory technique,0,b
believing that the international financial community will support these economies in part by backstopping the obligations they incur induces investors to commit more than they would otherwise,1,b
second policymakers felt forced to confirm those expectations because they believed failing to rescue creditors would cause a disruptive adjustment of expectations regarding support for other entities,1,b
as new providers enter the field well need to focus on the risks rather than on the type of entity providing the service,0,b
this is a long quote so bear with me as it perfectly  captures the circumstances that led up to our current predicament every now and then the world  is visited by one of these delusive seasons when the credit system   expands to full luxuriance everyone trusts everybody a bad debt is a thing  unheard of the broad way to certain and sudden wealth lies plain and open and  men  dash forth boldly from the facility of borrowing,0,b
the result has been a shift in the preference of analysts and investors away from equities and toward bonds,0,b
in good times volatility declined and value at risk along with it,1,b
the opportunity for such diversification is a desirable consequence of the strengthening of the  3worlds financial markets,1,b
currently the market appears to expect the initial tightening to occur later in the second half of the yearlet me emphasize that even though im a participant in the feds fomc policy meetings i really have no better idea what we ultimately will do with policy this year than others,0,b
adam smith said all money is a matter of belief and it naturally follows that all financial systems are a matter of trust,0,b
currently the volume of securitization is far below mid2000s levels with much of the decline reflecting the collapse in private residential mortgagebacked securities,0,b
there were undoubtedly many imprudent even reckless practices associated with the securitization process particularly with respect to some exotic instruments whose risk could not be understood even by their creators,0,b
even the most intensive supervision cannot make sure that no bank will ever suffer losses large enough to wipe out its capital,0,b
at the same time our interest is in ensuring that banks understand and manage their risks when introducing new technologies or partnering with fintech companies and that consumers and small businesses remain protected23 this is why the federal reserve has been engaged in a broad and multidisciplinary effort to develop a robust understanding of the technologies and activities in this space in order to study fintechs opportunities and risks and assess policy and supervisory implications24 fintech is also one of the factors driving calls for regulators to modernize the community reinvestment act or cra as technology changes how financial products and services are accessed,0,b
the fsbs evaluation shows that systemically important banks remain very complex highlighting the importance of resolution planning,0,b
it is also possible that there is not much subsidy in cra loans so that again banks might have made loans available on similar terms even in the absence of cra,0,b
notably to promote financial stability and to address the extremely serious problem posed by firms perceived as too big to fail legislative action is needed to create new mechanisms for oversight of the financial system as a whole to ensure that all systemically important financial firms are subject to effective consolidated supervision and to establish procedures for winding down a failing systemically critical institution without seriously damaging the financial system and the economy,0,b
i say additional leeway because many banks were not using what leeway they had and were reluctant to see more added,0,b
among the cdos that invested in subprime mortgagebacked securities it was common for a single cdo to own hundreds of different mortgagebacked securities each with its own pool of underlying mortgage loans,0,b
unfortunately this means tha_t the economy must pass through a period of possibly intense pressures in financial markets,0,b
the bulk of the losses reported by the major derivative houses for the financially turbulent third quarter of last year reflected declines in the market values of their underlying trading positions especially in equities commodities and emerging market debt,0,b
adding banks as competitors in the markets for these services may simplify their task of managing their financial resources,1,b
thus banks with less than 100 million in assets should be viewed as a key source of dynamism and competition within the banking sector,1,b
of  as  subsldies attrlbutable  the recent debate about  the appropriate response to bank involvement ln leveraged buyouts lbos lllustrates the dlstinctfon between these two approaches some people are urglng  that  bank involvement  ln  lbos be regulated  6    restricted or precluded,0,b
that initial experiment helped stabilize financial markets and shore up our banking system at a critical and uncertain time,1,b
21 in the event of an economic downturn and some creditquality deterioration the reduction in bank brokerdealer inventories and marketmaking capability could mean that credit spreads might widen more significantly and potentially in a more volatile manner than they have historically,0,b
another difference this time is that the flow of savings to financial in stitutions and thus the capacity of these institutions to accommodate credit demands has been very large while direct investment by savers in stocks and bonds has remained relatively moderate,1,b
clearly banks roust have policies and procedures10 10  banking and financial system and must remain intimately involved in understanding and addressing its problems as they arise,0,b
therefore it is imperative that bankers exert their best energies and judgment in managing the acquisition and  14 administration of loans,0,b
nonetheless banks still have more to do to restore their health and adapt to the postcrisis regulatory and economic environment,0,b
to check the relative decline of the banks in this field and to enhance their role in the future a number of critical changes are required since the correspondent banking system is becoming less able to  member board of governors of the federal reserve system,0,b
we will continue to work toward improving our ability to detect and address vulnerabilities in our financial system,0,b
return to text 3 see roisin mccord and edward simpson prescott 2014 the financial crisis the collapse of bank entry and changes in the size distribution of banks  federal reserve bank of richmond economic quarterly vol,0,b
observers have pointed out that rates on financial instruments typically priced below the overnight rate such as liquid deposits shares in money market mutual funds and collateralized borrowings in the repo market would be squeezed toward zero as the policy rate fell prompting investors to seek alternatives,0,b
the presence of deposit insurance eliminates credit risk from covered deposits and thereby allows the operation of depository institutions at interest costs below those paid by other uninsured intermediaries,1,b
a sudden investor retreat sparked by a collapse in expectations of intervention would just add to financial market volatility in an already volatile situation which is why the sense of urgency about protecting creditors and counterparties becomes overwhelming during a crisis,1,b
they fled to the safest and most liquid assets and as a result interbank markets stopped functioning as an effective means to distribute liquidity increasing the importance of direct lending through the discount window,0,b
but many banks appear to be ready and able to lend to creditworthy customers  thats what banking is all about,1,b
moreover there has been an increased international tendency for financial systems to be more transparent open and supportive of strong investor protection8   accordingly the trend of declining home bias and expanding international financial intermediation will likely continue as globalization proceeds,1,b
the role that derivatives can play in allowing counterparties to manage risks  is now widely accepted,1,b
we continue to examine banks to measure and ensure their compliance with the equal credit opportunity act,0,b
because of financial deregulation banks risktaking behavior also increased as they channeled more funds to realestaterelated sectors and to small firms accepting property as collateral22 trusting in a rising real estate market some banks went as far as lending more than 100 percent of a propertys appraisal value,0,b
these actions were designed to enable institutions to better compete with the marketplace for funds within the limits of their earning capacity and to the3 for a growing share of credit restraint to be achieved via price deterrents higher interest rates with a decreasing share being effectuated by nonprice restraints on credit availability eg rationing loan ceilings and the like,0,b
psychological shifts influence financial markets much more rapidly than they change those for goods and services,0,b
minimum capital requirements are a major tool for ensuring an adequate cushion,0,b
although the ratios of nonperforming assets remain high in many cases asset quality appears to be stabilizing and bank provisions for loan losses are decreasing,1,b
basel ii is rooted in modern finance and seeks to develop in the larger banking organizations a comprehensive systematic approach to assessing the various risks to which they are exposed,1,b
a more important observation is that generally the growth rates of connunity banks do not appear to be affected by the entry of larger competitors into their submarkets whether through acquisition or on a de novo basis77 roa of 118,1,b
in addition the federal reserve took a variety of other actions including waiving daylight overdraft fees extending the operating hours for fedwire and easing the limits on securities lending to reduce the pressure on firms requiring securities that were made scarce because of settlement difficulties,1,b
perpetuating obesity with each passing year the banking industry has become more  concentrated,0,b
the credit crunch of the early 1990s and the bursting of the stock market bubble in 2000 were absorbed with the shallowest recessions in the postworld war ii period,0,b
8 financial institutions also had an incentive to engage in regulatory arbitrage moving assets to undercapitalized offbalancesheet vehicles,0,b
lacker 2005having said that policymakers should be alert for opportunities to reduce adverse outcomes without harming credit availability  in other words to improve the terms of the tradeoff between credit availability and borrower protection,1,b
as a result some financial institutions have turned down deals with unfavorable risk characteristicsdeals that they might have accepted in the past,0,b
and so fifth to what extent does a comprehensive regulatory approach to shadow banking need to include mechanismsinvolving the government directly or indirectlyfor the creation of more genuinely safe assets as well as limitations on the runnable varieties that can precipitate or exacerbate financial stress,0,b
in addition to lowering the cost of our financial services we are also striving to improve the way that we conduct the bank supervision side of our organization,1,b
not surprisingly declines in home prices generally have not led to financial instability,1,b
these changes however show how seriously the basel committee and its participating national authorities regard the public comment process and benefit from the analysis of bankers and other interested parties,1,b
as you know the second half of the 1990s saw a recordbreaking runup in equity values in the united states,1,b
scenario analysis should ultimately facilitate estimating the possible effects on individual financial institutions as well as on financial markets more broadly,1,b
moreover it improved the efficiency of money and capital markets affording savers and investors greater opportunities to lend and borrow at or near market interest rates,1,b
ninety us banks were in the top 500 but they accounted for only 11 percent of total deposits,0,b
the weakening in earnings of thrift institutions that began after 1978 deteriorated further to widespread losses in 1981 and funds for new mortgages became scarcer and more costly,0,b
i f nonbank banks are allowed to operate these institutions will bring our financial system about as close to full interstate deposittaking by insured banks as we can get without actually being there,1,b
the dramatic recent expansion in government lending has extended safety net support beyond the set of institutions previously covered by that regime,1,b
i will conclude my remarks on cooperative efforts by focusing on reduction of credit and liquidity risks in the foreign exchange markets,0,b
the immediate goal of such facilities however is the reduction of stresses in the interbank funding market,1,b
we committed to work together to stabilize financial markets and restore the flow of credit to support global economic growth,1,b
if private markets are going to perform their risk control functions then market prices must send the right signals to all participants about the risks and rewards of a particular transaction or at a given firm,1,b
for instance total bank credit in the united states over the same 312 years grew at an average annual rate of 109 percent,0,b
still others argue that while it is possible the creation of such insulation removes the benefits and synergies of affiliation ot depository institutions with nonbank firms,1,b
the american bankers association series on delinquencies has remained at a low level repossessions and losses have not presented a problem so far,1,b
the reduction of market discipline has  been further eroded by implicit extensions of the federal safety net beyond  commercial banks to their nonbank affiliates,0,b
a study done earlier this year at the atlanta fed shows bank profitability declined further in 1986 particularly among the smallest institutions,0,b
would a statement that all major financial firms even the most diversified ones are subject to coordinated supervision suggest a degree of support that effectively extends to an unwarranted extent the subsidy associated with national safety nets,0,b
the relaxation of regulations itself contributed to the innovational processso too did the application in financial markets of technological2thirty years ago commercial banks hung out a shingle that said we accept deposits and took whatever deposit flows resulted,1,b
that is why this type of financing often is cheaper than borrowing from an institutional lender,1,b
the president2s working group itself was a product of the 1987 stock market crash which revealed a need for better communication and coordination among all financial regulators,1,b
the 10 largest banking organizations operating in new jersey hold over 80 percent of new jersey banking assets about twice that of the nation,0,b
i will begin by reviewing briefly the benefits and risks associated with international banking and then identifying the different models for allocating responsibility for the oversight of international banks,0,b
the creation of large international networks by these banks has clearly resulted in a capacity for financial operations that has proven essential for the financig of payments imbalances in the last few years as well as for the further expansion of world trade and investment,1,b
the spillover effects from the asian turmoil should further slow growth over 1998  the degree of slowing in growth and the size of the depreciation in the exchange rates in the region still will be affected by policy actions to be taken by those authorities and the uncertain timing of any improvement in investor confidence,0,b
credit demands from japan and italy diminished as economic activity and credit conditions eased in these countries,0,b
indeed your comments on our proposal   to revise the basel accord suggest that you are comfortable to say the   least with not having to invest in the institutional infrastructure to   be required of the largest banks,1,b
we are also working on an international basis to advance sound principles for compliance risk management,0,b
by the same token would it be wrong in some moral or economic sense for a large bank or bank holding company to also own a life insurance company an investment banking company a computer company and a real estate development company as long as the insured deposittaking company was insulated from whatever additional risks might exist in those other businesses,0,b
some may see a monetary policy that actively addresses episodes of financial instability along the lines that i have just described as promoting excessive risktaking and thus increasing the probability of future crises,0,b
a subset of governmental objectives an important one is the responsibility of the banking and thrift agencies particularly the federal reserve for the integrity of the whole of banking or of payments system institutions,1,b
increasing the effectiveness of supervision must be a top priority for our institution,0,b
capital after all is the best protection for depositors and other creditors against loss third statutory authority for supervisors to intervene in a troubled bank before it becomes brain dead or capital insolvent,0,b
in short depository institutions will have additional incentives to assume more of the backbone payments processing and will be better able to do so as a7 reducing the implicit subsidy offered through free federal reserve intraday credit,1,b
that reality tells me that it will be some time before we tighten our interest rate stance or pull back strongly from our actions supporting financial functioning,0,b
critically the financial regulatory structure needs to be modernized to bring oversight and market discipline to bear much more effectively on our rapidly evolving financial system and to give regulators more tools to deal with problems as they arise,0,b
uniform deposit insurance premiums and until riskbased capitaì standards are implemented in 1992 uniform capital requirements allow management to avoid some of the real risks of their asset decisions and i iabi i i ty management practi ces,1,b
first lets take a look at some individual bank problems,0,b
while this dramatic improvement in bank performance has been occurring the banking industry has been undergoing a tremendous transformation,1,b
his attacks on the banks power struck a popular chord with farmers small businesses small banks and many politicians all of them perceived the bank to be a giant obstacle in their path to success,0,b
in todays world of credit risk models especially for centralized underwriting in areas such as consumer mortgage and small business credit the responsibilities of data input may reside with the lending officer,1,b
while banks sometimes feel disadvantaged compared to their nonbank competitors i would point out that neither banks nor their new competitors can engage in all aspects of the banking business on a nationwide basis,1,b
a central banks claim on a failing banks collateral simply reduces the liquidation value of the institution and thereby increases the cost to the deposit insurance fund,0,b
indeed us financial markets have proved to be notably robust during some significant recent shocks such as the sharp decline in equity prices beginning in 2000 and the failure of some large firms including enron and amaranth,1,b
under these circumstances fear and hence disengagement on the part of investors holding net long positions often lead to simultaneous declines in the values of private obligations as investors no longer materially differentiate among degrees of risk and liquidity and to increases in the values of riskless government securities,0,b
indeed a dramatic development of the crisis was the series of runs on nondepository financial institutions,0,b
although the events of 2008 were not centered in equityrelated markets the measures taken after 1987 no doubt contributed to the resilience of clearing arrangements in the securities and derivatives markets,1,b
in that tugofwar savings banks seem poised in the middle more specialized than the generalpurpose lenders yet distinctly broader in their outreach than the traditional personal thrift and home financing institutionsis that position a viable one in the long run or are mutual savings banks themselves in the process of evolving toward one extreme or the other,0,b
it also stands to reason that the hometown banker does not always look with favor upon his own page 8  best customer esablishing a liaison with the edge act of a large money center bank,0,b
for such programs to be effective in complex financial institutions compliance must be addressed on an enterprisewide basis,0,b
the toobigtofail problem is a pernicious one that has a number of substantial harmful effects,0,b
however this  would permit them to compete more readily for domestic deposits,1,b
the second alternative and independent test leaves open the possibility that institutions not engaged very substantially in  15home mortgage lending would retain liberal rreatment with respecc to activ1ties and bankl1g,1,b
it allows the fed to make wellinformed credit  decisions and thus determine whether a problem is merely a temporary liquidity shortage or a more severe situation that threatens a banks solvency,1,b
in the late thirties banks made interest payments of about 225 million at an average rate of 15 per centthe overall statistics i have been reciting are reassuring for they suggest banking has regained a position of size and influence in the national economic community,1,b
the optimum banking system of the future would provide the best possible banking and other closely related financial services at the lowest possible cost and without undue risk to the payments system,1,b
inflation expectations and institutional    7    barriers  such as local building codes and landuse regulations  also work 70 price firsttime homesuyers out of the market  still the mortgagefi nance problem is critical  pr o b l e m s o f mo r t g a g e f i n a n c i n g t h e h o u s i n g i n d u s t r y  a n d t h e f o r e s t p r o d u c t s i n d u s t r y  c l e a r l y c a n n o t r e c o v e r w i t h o u t a n i m p r o v e m e n t in t h e f o r t u n e s of the mortgagefi nance industry  over the years that  industry built up large portfolios of longterm fixedrate mortgages but financed those investments with shortterm deposits such as passbook accounts and savings certificates t o d a y  t h r i f t i n s t i t u t i o n s a r e p a y i n g r o u g h l y 13 p e r c e n t o n sixmonth moneymarket certificates although 60 percent of the mortgages on their books carry yields of less than 10 percent,0,b
indeed regulators might vary liquidity requirements in a countercyclical way with greater liquidity required during the development of creditfueled asset bubbles in order to regulate the amount of allowable maturity transformation,0,b
over 92 per cent of all member banks in the san francisco district  reported having increased their rate on savings,0,b
but when the tech bubble burst we did not feel the pain that those regions felt either,0,b
but it does not differentiate in a more granular way among entities that may behave very differently under stress such as traditional banks and money market mutual funds16           to complement the lcr and nsfr in 2012 the federal reserve launched the comprehensive liquidity assessment and review clar for firms in the large institution supervision coordinating committee liscc portfolio17 like the comprehensive capital analysis and review ccar clar is an annual horizontal assessment with quantitative and qualitative elements overseen by a multidisciplinary committee of liquidity experts from across the federal reserve,0,b
there are many ways that interstate banking legislation could incorporate concentration limitations,0,b
with so much energy  being expended on the what the when and the how of implementing doddfrank the first risk we run is  forgetting the whythe reasons for  the act its primary goals,0,b
higher capital requirements increase bank costs and at least some of those costs will be passed along to bank customers and shareholders,0,b
effectively managing market liquidity risk can limit the effects on          asset price volatility,1,b
in theory this could provide a backstop against unusual spikes in the federal funds and other money market rates,1,b
investors have strong financial incentives to analyze information about inflation and the macroeconomy to better predict the path of monetary policy,1,b
one can certainly look at things like banks capital ratios but some of the important action from a financial stability perspective is likely to be in subtler forms of leverage that are either outside of the traditional banking sector or more prone to shape shifting,0,b
public confidence in the banking system an essential element to the stability of that system can only be maintained through a system of governmental oversight and the use of such tools as federal deposit insurance the discount window and necessary powers to rescue or assist troubled institutionsthe market alone cannot be relied upon to assure banking stability and the stability of the economy as a whole,0,b
as i have said the committee has greater tolerance for interest rate fluctuations today than it used to have,1,b
bankers should then analyze the business impact of these possible disruptions which could include a prolonged recovery period and fashion appropriate responses,1,b
success will require both financial discipline and fundamental economic change change toward more efficient marketoriented economies more room for private initiative  23and investment more competition and more openness,1,b
this is perhaps better viewed as a way of broadening the scope of banking than as an authorization for equity investment since the range of permissible bankrelated activities is extremely limited and since a bank holding company usually though not always acquires 100 per cent of the new affiliates common stockto permit listing on a national exchange,1,b
this indicates to me that an exceptionally strong growth in demand for credit which accompanied the very strong economic expansion was the primary cause of the rise in interest rates and not federal reserve actions,1,b
distinguishing between these two types of changes may often prove a difficult task for both bankers and bank regulators,0,b
this approach avoids the costs of direct regulation by relying on the selfinterest of hedgefund counterparties and investors to exert market discipline on these organizations,1,b
according to the sp caseshiller home value data released earlier this week as of december 2007 average prices had declined by 15 percent or more over the past 12 months in phoenix san diego miami and las vegas,0,b
but in ordinary circumstances the aim was a straightforward one to achieve minimal interference with market allocations of fundsin a speech of september 1953 i found myself asserting that one of the great virtues of monetary policy as then applied was that changes in the structure of interest rates were determined by interplay of the demands ofa freely functioning market and a supply of bank reserves and money that was attuned to economic needs rather than the desire to hold down or push up particular interest ratesany other course risks a progressively increasing dependence of the market on official judgments as to appropriate levels of rates and allocations of funds with a corresponding stultification of independent private judgments that are the backbone of a we11functioning competitive market3 in that decade those goals of sustained economic activity and the prevention of dangerous inflation and deflation were the prime targets of our monetary policy,1,b
