Parsed_Text,label
and finally there was the introduction of 6year certificates and individual retirement accounts in 1974 these developments have had a major impact on the maturity distribution of thrift institution liabilities,2
another spur to productivity growth is capital spending and capital expenditures appear to be on the rise,1
that turnaround is evident in consumer goods especially autos business equipment and raw materials and even the production of construction supplies increased last quarter,1
it would  appear now that this perplexing movement toward reduc t i o n of farm numbers has only begun to gather steam,1
    the surge in risk hedging in recent years is a symptom of a much broader issue of change in both domestic and international finance that is a manifestation of changes in the real economy,2
i believe this subject is timely because financial innovations have a major bearing on economic activitynot just on wall street but also on main streets throughout the united states,0
starting about 30 years ago though bank presidents and board members began submitting twiceayear economic forecasts for a year or two ahead that were published and available to the public,4
when the federal government operates at a deficit it means that the government spends more than it takes in through taxation,3
pennolin involved a joint venture agreement to produce and sell sodium chlorate in the southeastern unitedstates between pennsalt chemicals corporation a producer and nationwide distributor of chemicals and chemical products and olin mathieson chemical corporation a producer of chemicals and chemical products with division plants in 15 states,1
in recent months some of the wellknown challenges associated with liquidityrisk management were again revealed to the surprise of some market participants,2
this dashboard allows users to determine a selfsufficiency target a level of takehome pay that will allow a person to cover basic expenses without relying on public assistance,0
on the trade side for example the continued accumulation of foreign claims on the us economy will raise the issue of whether foreign investors will want to hold an everincreasing share of their wealth in the form of us assets,2
to put it mildly historical evidence  suggests that governments are not very good at such micromanagement of  factorylevel operation thats why we have private markets,3
the continued success of many community banks depends on their willingness to engage in strategybased innovationled growth,1
at the analytical level there is the question of what the optimal structure of the financial sector should be,2
m a n y of the financial excesses of the 1980s are in the process of being corrected and the international economic environment is becoming more favorable,2
to that end i propose a tax on businesses granting excess wage increases,3
i suspect that many of these organizations are not intending to immediately launch into fullscale brokerage venture capital or insurance activities but rather are looking to keep their options open and retain flexibility should opportunities present themselves,2
it is too early to tell whether this increase in reservation wages is temporary or permanent,0
one possibility that occurs to me is that we ought to make it possible for wealthy people like you who have money to invest to help him break into farming,1
michael moskow speeches  1999  157  3  but the next phase in banking is going to be even more complex the layout of the course will be less clear as technology paves the way for more and more competitors to enter the financial services industry,2
more of the inputs needed for farm production will come from the nonfarm sector and more of the food processing and preparation chores will be done after commodities leave the farm,1
such a program as this could work hand in hand with appropriate monetary policy for the welfare of agriculture,1
for example while 33 per cent of the total civilian labor force was unemployed last month the rate was 60 per cent for nonwhites,0
many securitizers of mortgagebacked securities and resecuritizers such as cdo managers also in retrospect appear to have been motivated more by issuance and arrangement fees and less by concern for the longerrun performance of these securities,2
along with many other jurisdictions the united states adopted a countercyclical capital buffer ccyb to address the issue,2
i think one answer is that the aims and scope of prudential regulation have been fundamentally redefined since the financial crisis,2
6  chinese growth a source of us export opportunities  ever because gains for the united states as a whole are accompanied by downward pressure on wages of us lowskilled workers as already noted,0
forced downsizing and breakup is an option,2
by focusing on keeping inflation low monetar y policy reduces these distortions and allows the marketplace to allocate resources efficiently,4
budgets of the newer social reulatory agencies accounted for over fourfifths of the regulatory expenditures estimated for fiscal 1980 still that does not lessen the federal reserve s responsibility for arre 1 ior a lin t1e regulatory burden on the f inane ia 1 war ld,2
the second major area of concern in the nearterm outlook and one that perhaps could pose noticeable downside risks is business investment,1
as you all know well community banks are a critical engine of the economy and they play a key role in providing access to credit in communities of all sizesbig small rural and every size in between,0
consequently even though the trade balance will improve only slowly over the next     5 two years the volume of exports imports as wellwill continue to grow,1
for example studies have found that the 17 trillion in purchases of treasury and agency securities under the first lsap program reduced the yield on 10year treasury securities by between 40 and 110 basis points,3
a discretionary safety net with no set boundaries only feeds this cycle by giving market participants reason to believe that new complex arrangements ultimately will be protected,2
likewise when a bank sends a government security to another bank through the fed the federal reserve gives irrevocable credit to that bank for the purchase price of the security,2
rather we were running short of qualified workers to fill job openings,0
in light of these pervasive linkages the repeat sales house price index that bears chips name is one of the most closely watched of all us economic indicators,2
this also appears to be true of the cost structure of a number of firms engaged in ecommerce,1
the unemployment rate climbed to 97 percent in august even though nonfarm payroll jobs had the smallest decline so far this year,0
this forecast is  this is not to say there are  one cause for concern is the surfeit o f o ffic e space in  atlanta  and  elsewhere  in  the  southeast    8    defense spending should help sustain the momentum o f many manufacturing firms,1
as towns lose banks and bankers they also lose important local leaders,2
of course the banks lose something on their assets as money depreciates,2
whether we are in a period of expansion or recession the number of jobs being created and lost at any given time is substantial about 15 percent of total employment,0
additional regulatory uncertainty arises from the doddfrank act requirement for two important regulatory rulemakings that could significantly influence mortgage underwriting as well as the cost and availability of mortgage credit,2
these rates declined by about 25 basis points following the fomcs 50basispoint cut in the federal funds rate target on september 18 another indication of market turmoil was that rates on certificates of deposit cds and eurodollar deposits rose sharply on august 9 on news that the subprime problems were spreading to the broader mortgage market,2
the aggressive provision of reserves by a number of central banks met those demands and rates returned to targeted levels,4
it follows that even if employment is close to the maximum level that is achievable using monetary policy there may well be nonmonetary policy levers that could be used to raise employment still higher,0
that is not the road to restoration of selfgovernment in dc  finally the citizens of the district  including the corporate and nonprofit citizens and citizen groups as well as individuals  have to make clear every way they can that they want both more effective better managed government and a return of power to elected government,3
if it is too cumbersome or expensive to establish a business potential entrepreneurs might decide to forgo their ventures altogether or they will enter the informal sector with only limited access to the legal system and to credit markets,1
firms with less  confidence have less conviction to push through price increases,1
lastly as with all new loan products limiting the scope for unfair deceptive and abusive practices will be important,0
i think in time we will start to think of the end of the 20th century and heading into the 21st century as the dawning of the golden age of capitalism,2
the regulators have taken action to level the international playing field and to equate competitive conditions among nations,2
finally im concerned about growing global protectionist sentiment,3
of the 14000 commercial banks in the united states less than 200 are reporting their financial conditions and the results of their operations in the uniform and comparable manner that has been prescribed for state banks that are subject to those disclosure requirementsthose reporting state banks do include practically every state bank with at least 750 stockholders and consequently those whose stock is most actively traded,2
measuring market and credit risk in banks fortunately progress is being made as banking organizationstypically the largest us and foreign institutionsfind better ways to quantify their risks,2
as i have said before the concerns underlying the volcker rule are simply not an issue at community banks,0
lending to creditworthy borrowers a key objective of the stress assessments and our efforts with smaller institutions has been to restore confidence in the stability of our banking system confidence that was lacking in early 2009 our goal though was to accomplish more than stability for example in the scap by setting reasonably ambitious capital targets we hoped also to hasten the return to a better lending environment,2
5 to state the situation more graphicaljy in 194 fortyfour per cent of the farms in the nation with eross sales in excess of 2500 which we might consider a minimum economic unit prod1ced 91 per cent of our total sales of farm products uhile tlle rernaining 56 per cent including 24 per cent submarginal and 32 per cei1t pnrttine and residential farms produced only 9 per cent of products sajes,1
in this latter category community affairs researchers across the federal reserve system launched a study in 2009 of the planning and early implementation stages of the federal neighborhood stabilization program,0
of course the prescriptions from economic theory dont always translate cleanly into realworld policymaking,4
the federal reserve  cannot directly control the total supply of credit,2
but the housing sector is still under great stress,0
evidence to date of an increase in home purchases by owneroccupiersas opposed to investorsis scarce,0
ive said my piece and hope that from now on the press will refer to me as an unemployment dove but i doubt it,0
the data dont capture those who had to  leave their jobs either for their own health or to take care of loved ones,0
for example immediately after october 6 the  stock market nosedived while rates rose steeply in other financial markets,2
20third the recession is improving the condition of financial markets,2
so systematic policy communicated transparently strengthens accountability and credibility and thus serves to preserve the central banks independence,4
there is reason to believe that changes in the financial environment will result in a relaxation of some of the constraints under which banks and their regulators have been operating,2
it is our goal to ensure that the banking industry and the payments system avoid serious problems as they move into the 21st century,2
we must also find new ways to work effectively across traditional boundaries to achieve the stability we are seeking for the financial industry,2
also rising equity prices tend to stimulate spending as households become wealthier,0
our climate and the availability o f land have lured many people and businesses to the region,1
we commend the commission for recognizing workplace education as an integral component in formulating a national financial education strategy,0
the existing framework served us well by supporting the federal reserves efforts after the gfc first to achieve and then for several years to sustain the operation of the economy at or close to both our statutorily assigned goals of maximum employment and price stability,4
credit made available through financial markets also set a record,2
from the employment trough the economy has added more than 12 million jobs,0
with regard to these and any other issues the bonrd will welcome and give serious consideration to any connnents received during the period provided for public connnent prior to final adoption of the regulation,2
back in the 50s holding companies under georgia law could not cross county lines let alone state lines,2
one way to achieve these goals is to seek better relations between labor and management whether by giving workers an equity stake in their organization through employee stock ownership plans by adopting and adapting some of the collaborative techniques that have worked well in japanese and european companies or by other innovative uniquely american measures,0
moreover in my opinion it would be a mistake to allow the broad principles of federal policy on savings rate ceilings to be determined by what are essentially supervisory questions about the quality of management in the least viable firms in the segment of the thrift industry to compete against market securities,2
liberalized depreciation refundable investment tax credits new aid to areas of high unemployment and continued fiscal restraint will provide a climate for strong growth in private investment,3
the weak demand in the owneroccupied housing market and the relatively high demand in the rental housing market suggest that transitioning some reo properties to rental housing might benefit both markets,0
so for example in europe a number of banks had significant sovereign holdings going into the financial crisis not only because capital requirements were so low but also because high credit spreads made these particularly attractive investments,3
that issue is summarized in the question we hear from the whole spectrum of public opinion from those who hurl it as a hostile challenge to continued freedom of enterprise to the many in business and public life who are searching sincerely and with a sense of urgency for answers what is the social responsibility of business and how should it be met,1
our conversations with financial institutions and disasterrecovery experts indicate that some institutions are not just revamping emergency response and contingency plans to address vulnerabilities experienced during 911 they are considering some fairly significant changes in their operations,2
in late 2014 we stopped the purchases and kept the balance sheet constant by reinvesting the proceeds as they came to maturity,4
if we are to coax out additional gains from being explicit we must pay careful attention to the design of the targeting framework,4
another benefit of stress tests is they help ensure that banks have sufficient capital to continue to provide loans to creditworthy customers during a downturn,2
households appear to have made some progress in deleveraging but many still face elevated debt burdens and reduced access to credit,0
price stability is also critical in promoting financial stability,2
as the automotive industry has found public taste does not stand still,1
concerned as we all are about the economic consequences of inflation there is even greater reason for concern about the impact on our social and political institutions,3
the role of banks in payments innovation the examples i have highlighted so far illustrate payments innovations from fintech firms and banks alike,2
the small business sector t h e im p o rta n c e o f sm a ll b u sin e sse s to o u r e c o n o m y e s p e c ia lly in th e e a rly s ta g e s o f a re c o v e r y c a n n o t b e o v e r s ta te d ,1
in the four  years 18651868 inclusive such loans by individuals      4   1968 1 accounted for more than 90 per cent of the total,0
2  by talking to business leaders at events such as this one and visiting factories and farms here in the midwest ive seen many examples of this phenomenon,1
conclusions earlier i asked you to consider this speech as a report to you on the fomcs performance with respect to its two congressionally mandated objectives,4
on the employment front the number of construction jobs actually increased by about 100 thousand from january 2006 to january 2007 residential construction jobs have remained flat so the increase is attributable to other constructionrelated jobs,0
the bill is not really about an audit in the usual accounting or financial sense of the term since the feds financial statements and indeed its operations in supervision and payment services are already subject to extensive outside audits by the gao the board of governors office of the inspector general and an outside public accounting firm,4
a key factor in economic growth both here and abroad is the longterm process of opening our borders to trade and investment,1
or regulation we can nonetheless reevaluate the need for existing government programs from time to time to determine if they are still warranted,3
forums for discussion of liquidity taking the easiest question the where question first there have been various forums in whieh international liquidity has been either consistently in the center of the stage or always and everpresent in the wings,2
the facility provides loans with maturities of up to five years to investors to help finance their acquisitions of certain abs and cmbs,2
the postcrisis regulatory and supervisory environment the severity of the great recession and its ongoing fallout importantly including its influence on public opinion has heightened the focus on the challenge of avoiding another such crisis,4
the unemployment rate has moved lower this year and registered 55 percent in may,0
unfortunately the intensification of financial turbulence last fall led to further significant deterioration in the economic outlook,2
and i believe that those financial stability board and doddfrank reforms designed to permit the resolution of systemic firms without taxpayer exposure or undue disruption are very promising,2
because capital has grown more slowly than the labor force we are beginning to fall behind in the investments that are essential to providing the jobs for the future,0
i believe that market confidence in continued low inflation has helped drive down the slope of the yield curve by reducing the premium demanded for holding longterm nominal assets,3
on this same issue a concern often expressed is that though glb may provide expanded opportunities for fhcs the advertised fedlite regulatory oversight effectively blocks the socalled twoway street,2
there are no indications in the marketplace that the process of reengineering business operations is slowing although it has been difficult analytically to disentangle the part of the rise in output per hour that is permanent and that which is the consequence of transitory business cycle forces,1
however it was expected in return that the citizens would respect and support the institutions laws and customs that were essential to the survival of a society of this kind,0
onestop banking is more important to the individual customer than it is to the corporation,2
as bob knows from his service on the banks advisory council on small business and labor discussions about current conditions and peoples business plans are important for monetary policymakers,1
no longer having industrial production as its dominant activity it is now a learning city a business meeting center for the nation and the world a corporate headquarters for the midcontinent and a business service city that sells to the broader midwest region to the nation and to global markets,1
with our excellent transportation system it seems more reasonable to move the students to the colleges than to try to put new colleges close to potential students,0
such an increase in private saving propensities and a reduced demand for residential capital should prompt movements in relative prices and other factors that will in turn make room for a larger role for business investment and net exports in overall economic activity,1
but forward guidance remained a central tool of monetary policy,4
during the  6course of 1969 about a dozen states either removed suspended or raised the existing ceilings and at the end of last month another halfdozen states had legislation pending or were planning steps to relax these constraints,2
third the record number though still small of mergers or conversions of s  ls into savings banks during 1970 fourth the regulations issued by the home loan bank board in 1970 governing third party payments by federal savings and loan associations and fifth the enactment last year of the socalled onebank holding company act sweeping under federal reserve jurisdiction some 1100 onebank holding companies controlling a substantial part of total commercial bank assets,2
the data in table 1 offer conclusive evidence that the income differentials traditionally observed between white and negro families seriously understate the differences in economic welfare because they neglect the poorer net asset position of negro families,0
they promoted new social arrangements that addressed the central irony of the industrial revolution namely that this enormous mechanism for economic growth left millions still in poverty,0
clarity requires that policy have rulelike characteristics,4
such efforts help ensure that families at all income levels have an opportunity to enhance their financial future,0
banks do continue to play a central role in credit markets in particular because of the burgeoning market for loan sales banks originate considerably more loans than they keep on their books,2
arguably in the current riskon riskoff environment us financial markets have also experienced the effects of european risk in equity markets,2
in 2013 the collegeeducated worker earned over 80 percent more6 the inescapable conclusion is that we are failing to keep pace with our economys growing demand for skilled workers,0
in other states it was the transition vehicle between a unit banking system and statewide branching,2
600 million for increased public investment in transportation including port improvements required for increased coal exports and maor investments in human capital,3
within the broad loan standards established by statute and by supervisory authorities the individual lender is in a better position to judge the credit standing of his borrowers than governmental authorities he is also frequently able to make a more realistic appraisal of loan collateral,2
but such an approach can extend the proverbial runway for a troubled firm and help avoid repeats of the situation six years ago when policymakers confronted with chaotic financial conditions had little time to react and few available tools other than government liquidity and eventually capital injections,2
wage growth for the most part has been quite slow,0
deficit spending by the federal government can be justified at a time of substantial unemployment,3
so we promote public confidence in this system and improve its efficiency through bank supervision and by our active involvement in the operation of our nations payments system,2
one project that the chicago fed is very proud of is the mortgage credit access partnership which we helped launch in 1996 the goal of mcap is to ensure fair and consistent treatment for all homebuyers in the chicago area regardless of where they choose to live their race ethnicity or gender,0
workers may be offered support ser v ices such as child care counseling and more extensive training after starting to lear n the discipline of a job,0
one is the recent discussion of the prospective us budget deficit and its international repercussions,3
most worrisome of all is the likelihood that pressures will increase for the federal reserve to do something to bring down interest rates13these large internal and external deficits that i have been discussing with you today pose a serious thyeat to the sustainability of the current economic recovery,3
likewise some have blamed past bouts of volatility in fixedincome          markets partly on investors who dynamically hedge the prepayment risk          of mortgagebacked securities,2
an enormous stream of money is constantly passed among financial institutions electronically on the feds wire system known as fedwire,4
finally we are examining the longrun strengths and weaknesses of the clearing and settlement systems for electronic payments,4
they are given but slight aid in learning how to maintain the value of their house and in meeting necessary payments,0
the vault and cash processing areas were no longer adequate for efficient operations and cash delivery facilities could not accommodate the type and number of delivery vehicles which had resulted in armored trucks queued along spring street,2
the challenge ahead for lenders will be to determine how to assess the credit quality of businesses in an uncertain and difficult economic environment,1
competitive performance in banking markets would be optimized by allowing freer entry into markets and de novo entry is of course desirable,2
one candidate is the wave of technological innovation in retail credit delivery which contributed to an expansion of consumer credit including unsecured and mortgage credit,0
but this credit can also be more costly too the highest penalty rate charged to consumers with a major credit card jumped from just over 20 percent in the early 90s to over 40 percent now on some cards issued to risky borrowers,2
the federal reserve also provides financial services to banks thrifts and credit unions,2
these three states had 473 nonpar banks at the end of 1965 or nearly onethird of the total number,2
11a business situation is no better than the quality of decisions that businessmen make dr,1
the remaining banksâ20 percent of the smallest banks operating in 2011âwere acquired by another financial institution,2
again however the share in the past five years is substantially above the 28 percent figure of the decade of the 1950sbanks are not only obtaining a bigger piece of the action than they did in the 1950s they are also putting the funds to profitable uses,2
servicers still report difficulty connecting with troubled borrowers and we have supported efforts to encourage borrowers to contact their lenders or housing counselors,0
welldesigned government policies can also help spur basic science rd and innovation make it easier for people to start up companies and help to ease the transition for households industries and communities being negatively affected by globalization and technological change,3
economists are now largely in agreement that if the central bank does not achieve the goal of price stability no one else can,4
in other words we need to assess whether the federal reserves operational involvement in retail payment services would foster or impede competition and progress as the market for these payment services evolves,2
to add insult to injury the offending banks sometimes borrowed in dollars and lent in their home currencies without hedging believing that their government could and would continue to stabilize exchange rates,2
this includes providing more opportunity for industlial employment and more training for him and his children for such employment,0
the reserve banks often play an important role in forming and supporting multibank community development lending organizations,0
retailers and touristoriented businesses that are thinking ahead will probably expand into the atlanta market prior to 1996 to take advantage of the games,1
banks were unable to respond in kind and  soon found themselves losing depositors,2
in poorer neighborhoods and communities small business development provides everyday retail and commercial services and employment opportunities,0
a quick overview of the o rganization and functions of the federal reserve system,4
as you are well aware technological and financial innovation have become the norm in banking and bank supervision,2
but the fact of the matter is that it is bankers themselves who do the driving the supervisors merely license the drivers and establish the rules of the road which will make it possible for them to get where they are going quickly and safely,2
so by all means i am firmly in the camp for adjusting interbank capital charges,2
there is no discernible relationship between the amount of tax incentive and the relative need for improved productivity performance,3
second growth could remain above trend and the unemployment rate could continue to fall while at the same time inflation fell still further,0
the states largest bank has as little as a 5 per cent market share in two states and over 40 per cent in two others,2
many american  companies have established operations overseas so they can be closer to their markets and take advantage of local opportunities,1
it eliminates the previous reference to a numerical estimate of the longerrun normal unemployment rate and instead defines the statutory maximum level of employment as a broadbased and inclusive goal,0
at times there is a temptation to provide excessive economic  stimulus in the short run and leave the inflationary costs which often are  evident only later for future policymakers to deal with,4
oductivi ty gains unfortunately we also have large segments of relatively fixedincome people who reecire little benefit 2nd then only after considerable lago in some cases their purc1asing power may actually be restricted rather than broadened,0
the effective central bank will pursue such policies regardless of how important it believes the role of monetary credibility to be,4
we do not regard such observations as criticism of our examiners but instead as opportunities to test and possibly adjust our policies to promote overall consistency,4
marketsby reporting market aggregates on positiontaking that would help market participants and policymakers alike monitor the buildup of risk exposures within the financial system,2
and with about 45 per cent of the 1012 millior workers under major contracts covered by costofliving escalators w  11 increases will automatically be paid out as consumer prices increase,0
in many ways i believe the same is true for monetary policy as we continually guard against economic threats,4
but more than that you play a central role in helping students understand how our economy works and how our markets function,0
the fed will continue to carry out its basic function as lender of last resort,4
so we all can succeed 125 years of womens participation in the economy speech delivered at 125 years of women at brown a conference sponsored by brown university providence rhode island may 5,0
households caution is understandable,0
and importantly lower sales of goods and services also reduce the incentives of firms to invest and hire thereby slowing the recovery,1
separately for those central banks that unlike the federal reserve moved to negative interest rates there may be special considerations associated with raising policy rates back into positive territory,4
we can usually spot the first economic imbalances as they develop corporate or personal borrowing that gets out of line for example or excessive commercial real estate speculation,2
our tax committee worked closely with the bar association in the  preparation of the bill and we are hopeful that this legislation will receive the approval of the congress because of the very serious need for clarification in this area,3
and the banking system did its part admirably,2
despite its tradition  2  the fed has had considerable experience in directing credit flows  the main lesson it has drawn from this experience is that the task is distasteful and results have not been outstandingly successful,4
of course based on their consideration of the factors noted above and the results of their stress tests banks may reassess their participation in certain markets and exercise greater caution to account for potential tail risks and better protect themselves in times of marketwide stress,2
in addition stimulus payments and a year of reduced spending might have given workers the financial wherewithal to be more selective about pay working conditions or health risks,0
the chicago fed carries out these activ ities in a fivestate region consisting of most of indiana illinois michigan and wisconsin and all of iowa,4
in contrast banks hold a more diversified mix of liabilities and assets many of which are less sensitive to unexpected changes in interest rates suggesting that banks as a general matter are less prone to interest rate risk,2
in most cases however the states have severely limited the number of potential entrants by selecting regional 5  interstate banking plans,2
in the accounting profession the american institute of certified public accountants in its soc practice section has designated a public oversight board pob,2
also need to consider exogenous factors that are not predictablefor instance what congress might do,3
in addition servicers in the alliance agreed to delay foreclosure proceedings if an alternative approach might allow the homeowners to stay in their home,0
this conference is part of a firstever public review by the federal open market committee of our monetary policy strategy tools and communications,4
the difference is that the gradualists think the impact of drastic action involves socially and politically intolerable stresses to institutions and imposes disproportionate sacrifices on some segments of the cod111unity,0
at the later stages of a long economic expansion recent fiscal actions have had the impact of increasing government debt to gdp and have provided meaningful stimulus to nearterm growth,3
10recent and prospective pattern of business investment these new investment requirements will follow a heavy volume of investment activity by american industry,1
under these conditions its no surprise that credit is no longer available to consumers on the same terms,0
moreover the fed could create a credibility problem for itself if forward guidance is too specific,4
how business investment activity develops in the coming months bears our close attention,1
as a result the federal reserve took action to help forestall this risk including the 50 basis points cut in the target federal funds rate on september 18   recent financial market developmentsit is premature to judge the ultimate effects of our policy actions on financial conditions let alone on macroeconomic performance,2
by 1970  thus the traditonal sources of  banks1 loanable funds demand deposits and securities were not keeping pace with the economys growth,2
there is some evidence suggesting that outside of new york the amount of cds turned in around the midmarch tax date uas particularly large,2
at some point a creditor may balk at extending new loans to a borrower who persists in living beyond his means,0
but given the low level of inflation well contained inflationary expectations and the remaining slack in the economy we believe we can remove the remaining policy accommodation at a pace that is likely to be measured,4
these financial products have contributed importantly to the development of a far more flexible and efficient financial systemboth domestically and internationallythan we had just twenty or thirty years ago,2
it is a  political fact of life that politicians feel that in order to be elected they must promise their constituents more and more benefits,3
more specifically  regulators must be authorized to require institutions to take immediate steps including liquidation when necessary when capital ratios fall below established thresholds,2
over the past halfcentury societies have embraced the protections of the myriad initiatives that have partially substituted government financial guarantees and implied certifications of integrity for business reputation,3
one area of our staffs success                            is with employment data,0
would there or would there not be spending caps on capital budget spending,3
but our  experience last fall and again this past april suggests that we cant even count on that result anymore  that increased money growth leads market participants to push rates up rather than down because of increased fears of future inflation,2
we are simply asking the congress to treat our competitors as we and other corporations are treated,3
the assumption is that banks can fund themselves at lower cost than other financial institutions because the insurance of deposits and access to emergency liquidity insulate them from failurebut whatever advantage is gained in funding cost is at least partially offset by the opportunity cost of the sterilized noninterestbearing reserves member banks must keep at the fed the cost of services provided to depositors by banks acting as paying and collecting agents and the substantial cost of reporting and compliance imposed by regulationunfortunately we do not have a precise quantitative analysis of this much discussed subsidy and the numbers would vary widely from bank to bank depending on the deposit mix and the purchased funds markets which a particular institution might use,2
change and dissatisfaction even the briefest glance at our financial markets and institutions shows rapid transformations in progress,2
and profitability has to be present before businesses will consider expanding investment and recalling laidoff workers,1
much of that growth in international banking took place in the interbank market,2
but what will the budget deal accomplish,3
and consumers were the focus of federal reserve actions as we fought the crisislowering interest rates to stimulate economic activity providing liquidity to markets to maintain credit flows and issuing regulations to improve the quality of credit provided to consumers,2
we had labor unions and  collective bargaining covering a greater percentage of our labor force in the early 1950s but still halted a major postworld war ii inflation with a slower rate of money growth,0
the estimated vulnerability of richmond increased to the point where by 1962 we could no longer risk the postattack capability of our entire communications system by leaving the switching center in richmond,4
the committee stressed that it was at no time concerned with open market rates,2
to the extent savings are increased the potential squeeze on the credit markets can be alleviated,2
thus concern with overcoming the unemployment effects of the 197475 recession may have tended to merge unperceptively into concern with preventing a recession in 1979 or 1980 even though inflation always ranked at the top of federal reserve concerns3and ineffective,0
capping nondeposit liabilities        proposals to place a cap on a banks nondeposit liabilities as a fraction of us gross domestic product gdp have been promoted as more directly responsive to the sources of systemic risk than are proposals to reinstate glasssteagall or to cap the total assets of a bank,2
given the globalization of economic activity and our current concerns about world economic crises it is important to note that small businesses are active participants in our international trade the sba estimates that their exports account for about onethird of the value of export shipments,1
but with the structure of the supply and demand for farm products as it has emerged in the united states this no longer seems to be the casehow then are farmers likely to fare,1
in other words does your bank have the sound answer to your employees question as to the fairness of his or her compensation,2
i reasoned that by following through with another measured step to reduce purchases the committee was strengthening the signal that the process would continue and thus it was reducing policy uncertainty,4
i also believe that the transcript provides a valuable record for scholars and i strongly support the current system of releasing lightly edited transcripts,4
vague concepts such as easier tighter or more  restrictive carry little operational content for monetary management,4
thu s by guiding tho growth of bank credit general monetary policy affects the in centives to spend borrowed funds and also the incentives to save and to lend,2
the greater use of credit models in retail transactions provides a stronger framework to assess risk and ensure that pricing reflects credit quality,2
we also continue to work with organizations that provide counseling about mortgage products to current and potential homeowners,0
market participants do have a sense of the aggregate price level and how they expect it to change over time and these views must be embedded in the value of financial assets,2
with respect to regulatory authority no district reported any problems with overlapping jurisdictions,2
more specifically does communication of inflation objectives lead to increased public support for the central bank,4
thus a stable monetary policysupported by an institutional framework that allows the central bank to pursue a policy independent of fiscal considerations and political pressureseffectively removes an important potential source of high passthrough of exchange rate changes to consumer prices,4
in fact little more than half of those households headed by persons aged 3034 owned a home in 1988 and if the trend toward rising homeoership rates among older age groups holds a substantial number of baby boomers will buy homes in the 1990s,0
actually i do want to help bring down that wall by giving you some of my views on government regulation in general and regulation of banks and other financial institutions in particular,2
i know you have a lot of knowledge and expertise to bring to bear on this issue which helps explain why congress has required the agencies to consult with the states,3
according to  the credit view banks are the key channels of fed influence only because they are important suppliers of credit in financial markets,2
but then ill revert to my more usual form and conclude with some comments on the economy and monetary policy that i hope you will find useful in thinking about where we may be headed in the year 2000but let me start off with a few comments about the new banking law,2
supervisory responsessupervisors too have learned from the recent experience including the need for careful selfassessment and the pwg and the fsf reports offer some helpful recommendations,2
lending institutions can better evaluate the likely profitability of capital projects thus reducing their risk of credit loss,2
on those occasions and in appearances such as this one today the aim is to account for the fomcs policy actions and explain how they are intended to achieve the specific goals that the congress has assigned us,4
this development also leads us  to expect increased competition between banks and nonbank financial insti tutions,2
now then at the end of my remarks let me be    9    quite clear that i do not believe the federal reserve is perfect,4
by the late summer and early fall of 1979 domestic financial markets and foreign exchange markets were in turmoilin view of these developments the federal reserve sought to gain closer control over the money stock and reassure the markets about its resolve to curb inflation,2
they do this by making loans to solvent financial institutions so they can meet their liquidity demands and avoid forced sales of their assets,2
it is not selfevident that a federal law is needed although it may be,3
the fed recognizes that in order to perform our various duties we need to have a good understanding of all of the interrelated challenges facing lowerincome communities as well as more affluent areas,0
minimills thrived however and are playing a key role in the industry  running efficiently with only several hundred persons per plant,0
robust employment growth increased disposable income and fairly healthy household balance sheets should cause consumption to grow this year by 27 percent and it is the consumer who will underpin the economic progress in my forecast,0
